Name,UserId,Social Account,Gender,Score,Comments count,Followers,Followings,Posts count
lxl0112,60ebe6613583b555c24d8c1c,https://www.facebook.com/lxl.0112/,male,282,39,157,3,11
anhhungryu,60ebe6f73583b555c24e60f3,https://www.facebook.com/profile.php?id=100060771982458,male,9,4,0,9,2
hihi123,60ebe6f03583b555c24e568a,,unspecified,82,0,13,1,9
rosiebunni,60ebe6763583b555c24daa95,https://www.youtube.com/@vibunny,female,1182,223,442,0,56
mrbumlss,60ebe65a3583b555c24d8269,https://www.facebook.com/solnsoul.2022/,male,132,4,18,3,5
Bon_The_Great,619313a247f5fe441387f918,,male,57,15,32,1,16
tobielephotographe,64151c269f7ad172fca7d581,,male,6,0,1,1,2
goodguyviet,60ebe6c13583b555c24e1473,,male,32,0,0,0,5
jorogumo,62f860970668a9fb68112a17,,male,21,7,1,2,28
Vananhchu,60ebe6cb3583b555c24e2250,,male,46,31,1,2,2
jst_austen,658b9d4113deb5e10fc375e9,Ai Tram Nguyen Tran,female,2,2,0,3,1
dienvi,60ebe6643583b555c24d9053,,other,49,23,0,0,7
NguyenDucAnhh,642bde6757186b9d62d8c157,,male,2,1,0,0,1
cleeksy,65f5cf33da477fce1eba8b79,https://cleeksy.com/,other,4,0,2,0,1
mynotme,60ebe6a43583b555c24debb0,,female,6,0,0,0,5
Truongbaolan,6581160a13deb5e10fc36eff,https://www.facebook.com/profile.php?id=100027164775119&locale=vi_VN,male,3,0,0,0,1
hoangle111193,60ebe6f73583b555c24e6032,,male,0,0,0,0,1
Letinah,6404ac3a3c6df393ca38cd42,https://www.facebook.com/profile.php?id=100089878935719,female,11,5,2,0,4
annpham96,60ebe6553583b555c24d7b9c,,female,1273,329,321,43,66
danglehainam,6333375c9e58ed80468baefd,,male,120,0,0,0,3
trandieutuanh,60ebe6613583b555c24d8c71,,female,3162,0,0,0,63
kemdota,60ebe65a3583b555c24d82c1,,male,356,0,145,0,21
Midorime,65d5f7b4da477fce1eba6d0d,,female,2,0,1,0,1
Nana289,64419525acea4ec6b0a9cc14,,female,2,0,0,0,2
clouds,6590e62913deb5e10fc379e0,,female,31,5,5,1,6
keirango,62ecc4190668a9fb68111eba,https://www.facebook.com/keiratrangngo,female,1292,0,0,0,46
hienng,62e7ea070668a9fb68111989,,female,75,22,9,10,3
Thaongynn,610df4f62b274ba68b87ee57,https://www.facebook.com/profile.php?id=100044574981871,female,69,25,17,3,15
minhtoan,60ebe63f3583b555c24d5bfb,,male,276,0,0,0,9
nyxrde,61939ab547f5fe441387f9cd,,other,6,0,0,2,1
longbkit,60ebe6ac3583b555c24df6ab,,male,11,2,2,0,2
ledoloc,637b93feaa81b21f43b290b6,,unspecified,19,2,5,1,10
quanartdrawing,63dd3aa0ac6ce8aebd3d8731,https://www.youtube.com/@quanartdrawing,male,52,12,7,4,12
Zugo96,64714f692355c5caa757d91f,https://www.instagram.com/zugo96/,male,10,1,0,0,5
leducduy2209,60ebe7083583b555c24e78e3,,male,38,6,38,0,4
contentfbg,63fc7b00da3299e4a653344d,,male,13,4,3,0,5
thachtinh133,654856a1543d9df59c024501,,male,22,6,5,1,2
Trankhanhtoan232,63385b26de73322eea7b61eb,kton_k4,male,71,13,12,0,11
Bocool,65feba5dda477fce1eba95bf,https://www.youtube.com/channel/UCHFe0S6foZGezO8cceT14iw,other,45,6,9,1,4
